t_rel_s,steer,throttle,brake,controller_compute_time_ms
2.350000,0.000600,0.000000,0.300000,40.450250
2.400000,0.000900,0.000000,0.300000,38.995420
2.450000,0.000900,0.000000,0.300000,39.279874
2.500000,0.000900,0.000000,0.300000,33.452645
2.550000,0.000900,0.000000,0.300000,42.839791
2.600000,0.000900,0.000000,0.300000,41.906220
2.650000,0.000900,0.000000,0.300000,39.045264
2.700000,0.000900,0.000000,0.098139,39.044042
2.750000,0.000200,0.089037,0.000000,39.631534
2.800000,0.000200,0.445347,0.000000,29.078450
2.850000,-0.000300,0.750000,0.000000,39.277891
2.900000,-0.000500,0.750000,0.000000,30.690734
2.950000,-0.001900,0.750000,0.000000,39.936776
3.000000,-0.000700,0.750000,0.000000,42.442746
3.050000,-0.000700,0.750000,0.000000,40.345313
3.100000,-0.000700,0.750000,0.000000,40.574072
3.150000,-0.000700,0.750000,0.000000,40.842625
3.200000,-0.000700,0.750000,0.000000,27.063220
3.250000,-0.000400,0.750000,0.000000,39.967344
3.300000,-0.000400,0.750000,0.000000,27.310344
3.350000,-0.000400,0.750000,0.000000,30.478666
3.400000,-0.000400,0.750000,0.000000,34.428816
3.450000,0.000000,0.750000,0.000000,34.939763
3.500000,0.000000,0.750000,0.000000,21.898083
3.550000,0.000000,0.195384,0.000000,21.649547
3.600000,0.000000,0.000000,0.300000,21.738092
3.650000,0.000000,0.000000,0.300000,9.219943
3.700000,0.000000,0.000000,0.300000,9.243297
3.750000,0.000000,0.000000,0.300000,9.329819
3.800000,0.000000,0.000000,0.300000,10.035814
3.850000,0.000000,0.000000,0.300000,8.205841
3.900000,0.000000,0.000000,0.300000,21.696936
3.950000,-0.000100,0.020573,0.000000,23.070582
4.000000,-0.000100,0.264572,0.000000,17.979131
4.050000,-0.000100,0.457663,0.000000,19.403794
4.100000,-0.000100,0.750000,0.000000,17.594320
4.150000,-0.000100,0.750000,0.000000,19.291584
4.200000,-0.000100,0.750000,0.000000,35.531192
4.250000,-0.000100,0.750000,0.000000,35.355284
4.300000,0.000000,0.750000,0.000000,37.110947
4.350000,0.000000,0.750000,0.000000,23.298278
4.400000,0.000000,0.750000,0.000000,9.153800
4.450000,0.000000,0.750000,0.000000,23.257401
4.500000,0.000000,0.750000,0.000000,22.657447
4.550000,-0.000200,0.750000,0.000000,35.554377
4.600000,-0.001200,0.750000,0.000000,29.527643
4.650000,-0.000700,0.750000,0.000000,38.188187
4.700000,-0.000700,0.750000,0.000000,37.730007
4.750000,-0.000700,0.750000,0.000000,36.960534
4.800000,-0.000100,0.000000,0.300000,28.419013
4.850000,-0.000200,0.000000,0.300000,25.884630
4.900000,-0.000200,0.000000,0.300000,26.639156
4.950000,-0.000200,0.000000,0.300000,28.393075
5.000000,-0.000200,0.000000,0.300000,26.105223
5.050000,-0.000200,0.000000,0.300000,26.014864
5.100000,-0.000100,0.000000,0.300000,31.189370
5.150000,-0.000100,0.000000,0.300000,18.014418
5.200000,-0.000100,0.002595,0.000000,19.407341
5.250000,-0.000100,0.055731,0.000000,18.917501
5.300000,-0.000100,0.750000,0.000000,34.448242
5.350000,-0.000200,0.750000,0.000000,29.732326
5.400000,-0.000300,0.750000,0.000000,33.877572
5.450000,-0.001200,0.750000,0.000000,29.566736
5.500000,-0.000800,0.750000,0.000000,40.690019
5.550000,-0.000800,0.750000,0.000000,39.344365
5.600000,-0.000800,0.750000,0.000000,38.105702
5.650000,-0.000200,0.750000,0.000000,34.496502
5.700000,-0.000400,0.750000,0.000000,36.350400
5.750000,0.000100,0.750000,0.000000,40.982877
5.800000,-0.000200,0.750000,0.000000,37.966490
5.850000,0.000200,0.750000,0.000000,37.971930
5.900000,-0.000100,0.750000,0.000000,40.844069
5.950000,0.000300,0.750000,0.000000,36.263076
6.000000,-0.000100,0.750000,0.000000,38.078702
6.050000,0.000500,0.402333,0.000000,33.387362
6.100000,0.000600,0.000000,0.300000,42.286544
6.150000,0.000900,0.000000,0.300000,39.840205
6.200000,0.000900,0.000000,0.300000,39.789940
6.250000,0.000900,0.000000,0.300000,31.890304
6.300000,0.000900,0.000000,0.300000,36.420421
6.350000,0.000900,0.000000,0.300000,39.423884
6.400000,0.000900,0.000000,0.300000,37.825475
6.450000,0.000900,0.006363,0.000000,37.930933
6.500000,0.000200,0.156897,0.000000,37.498141
6.550000,0.000300,0.489904,0.000000,56.469515
6.600000,0.000000,0.750000,0.000000,33.524439
6.650000,0.000100,0.750000,0.000000,33.469486
6.700000,0.000100,0.750000,0.000000,30.059040
6.750000,0.000100,0.750000,0.000000,31.455889
6.800000,0.000200,0.750000,0.000000,34.663887
6.850000,0.000200,0.750000,0.000000,31.320065
6.900000,0.000200,0.750000,0.000000,34.813878
6.950000,0.000300,0.750000,0.000000,34.917052
7.000000,0.000000,0.750000,0.000000,37.632845
7.050000,-0.000100,0.750000,0.000000,36.552579
7.100000,-0.000700,0.750000,0.000000,31.628955
7.150000,-0.000400,0.750000,0.000000,38.099711
7.200000,-0.000400,0.750000,0.000000,38.391208
7.250000,-0.000400,0.750000,0.000000,26.346156
7.300000,-0.000300,0.000000,0.300000,33.808542
7.350000,-0.000300,0.000000,0.300000,26.519832
7.400000,-0.000300,0.000000,0.300000,18.946195
7.450000,-0.000300,0.000000,0.300000,37.336911
7.500000,0.000000,0.000000,0.300000,37.363810
7.550000,0.000000,0.000000,0.300000,25.277341
7.600000,0.000000,0.000000,0.300000,24.153282
7.650000,0.000000,0.000000,0.300000,19.322451
7.700000,0.000000,0.000000,0.300000,21.289690
7.750000,0.000000,0.059059,0.000000,8.295920
7.800000,0.000000,0.750000,0.000000,21.427359
7.850000,0.000000,0.750000,0.000000,20.746063
7.900000,0.000000,0.750000,0.000000,22.552670
7.950000,0.000000,0.750000,0.000000,21.453999
8.000000,0.000000,0.750000,0.000000,22.917133
8.050000,0.000000,0.750000,0.000000,23.046327
8.100000,0.000000,0.750000,0.000000,23.554218
8.150000,0.000000,0.750000,0.000000,8.995031
8.200000,-0.000100,0.750000,0.000000,21.008886
8.250000,0.000000,0.750000,0.000000,34.801715
8.300000,0.000000,0.750000,0.000000,22.413269
8.350000,-0.000300,0.750000,0.000000,27.102975
8.400000,-0.000300,0.750000,0.000000,35.997398
8.450000,-0.000300,0.750000,0.000000,19.252441
8.500000,-0.000100,0.750000,0.000000,36.275860
8.550000,-0.000100,0.697049,0.000000,18.762161
8.600000,-0.000100,0.000000,0.300000,18.137618
8.650000,-0.000100,0.000000,0.300000,19.924461
8.700000,-0.000100,0.000000,0.300000,35.159255
8.750000,0.000000,0.000000,0.300000,20.973459
8.800000,0.000000,0.000000,0.300000,8.948244
8.850000,0.000000,0.000000,0.300000,9.085651
8.900000,0.000000,0.000000,0.300000,8.519078
8.950000,0.000000,0.000000,0.300000,9.375404
9.000000,0.000000,0.000000,0.300000,9.633890
9.050000,0.000000,0.000000,0.238362,7.658214
9.100000,0.000000,0.750000,0.000000,22.840940
9.150000,0.001000,0.750000,0.000000,38.974371
9.200000,0.007500,0.750000,0.000000,36.972948
9.250000,0.003200,0.750000,0.000000,38.710726
9.300000,0.003200,0.750000,0.000000,37.845484
9.350000,0.003200,0.750000,0.000000,37.186568
9.400000,0.003200,0.750000,0.000000,46.193251
9.450000,0.000500,0.750000,0.000000,27.260941
9.500000,0.000900,0.750000,0.000000,39.489336
9.550000,0.001000,0.750000,0.000000,38.712149
9.600000,0.001000,0.750000,0.000000,31.602234
9.650000,0.001000,0.750000,0.000000,40.682285
9.700000,0.001000,0.750000,0.000000,56.781992
9.750000,0.000200,0.750000,0.000000,25.826711
9.800000,0.000200,0.750000,0.000000,22.140146
9.850000,0.000200,0.750000,0.000000,26.392182
9.900000,0.000200,0.073245,0.000000,26.864717
9.950000,0.000300,0.000000,0.300000,33.240346
10.000000,0.000100,0.000000,0.300000,27.400102
10.050000,0.000100,0.000000,0.300000,12.301542
10.100000,0.000200,0.000000,0.300000,20.519126
10.150000,0.000100,0.000000,0.300000,33.693066
10.200000,0.000100,0.000000,0.300000,19.178983
10.250000,0.000100,0.000000,0.300000,19.659555
10.300000,0.000100,0.000000,0.094494,22.443816
10.350000,0.000100,0.000000,0.034680,21.057616
10.400000,0.000000,0.415705,0.000000,18.467398
10.450000,-0.000100,0.750000,0.000000,34.613111
10.500000,-0.000200,0.750000,0.000000,33.623445
10.550000,-0.000800,0.750000,0.000000,24.659111
10.600000,-0.000400,0.750000,0.000000,37.853269
10.650000,-0.000400,0.750000,0.000000,39.638898
10.700000,-0.000400,0.750000,0.000000,41.240652
10.750000,-0.000100,0.750000,0.000000,25.369854
10.800000,-0.000200,0.750000,0.000000,26.129700
10.850000,0.000000,0.750000,0.000000,36.237419
10.900000,0.000300,0.750000,0.000000,37.751017
10.950000,0.001100,0.588138,0.000000,37.879737
11.000000,0.001500,0.000000,0.031826,41.576752
11.050000,0.002200,0.000000,0.276297,38.439889
11.100000,0.008800,0.000000,0.085332,36.675871
11.150000,0.006500,0.380012,0.000000,39.404418
11.200000,0.006500,0.706607,0.000000,38.909199
11.250000,0.002800,0.750000,0.000000,40.888772
11.300000,0.002800,0.750000,0.000000,38.114789
11.350000,0.002800,0.750000,0.000000,36.666253
11.400000,0.002800,0.750000,0.000000,43.612071
11.450000,0.001400,0.750000,0.000000,39.920275
11.500000,0.001400,0.750000,0.000000,43.108796
11.550000,0.001400,0.750000,0.000000,39.807323
11.600000,0.001400,0.750000,0.000000,42.925972
11.650000,0.000400,0.000000,0.157667,40.867240
11.700000,0.000500,0.000000,0.300000,34.561143
11.750000,0.000500,0.000000,0.300000,25.775164
11.800000,0.000200,0.000000,0.300000,32.042610
11.850000,0.000200,0.000000,0.300000,24.507026
11.900000,0.000200,0.000000,0.300000,23.091420
11.950000,0.000100,0.000000,0.300000,28.622175
12.000000,0.000100,0.000000,0.300000,29.778664
12.050000,0.000100,0.000000,0.160818,30.213369
12.100000,0.000100,0.000000,0.077912,26.396349
12.150000,0.000100,0.595457,0.000000,18.762281
12.200000,0.000000,0.750000,0.000000,23.023453
12.250000,0.000000,0.750000,0.000000,23.691877
12.300000,0.000000,0.750000,0.000000,22.758537
12.350000,0.000000,0.750000,0.000000,29.546719
12.400000,0.000000,0.750000,0.000000,32.466105
12.450000,0.000000,0.750000,0.000000,24.898700
12.500000,0.000000,0.750000,0.000000,20.136128
12.550000,0.000000,0.750000,0.000000,22.515110
12.600000,-0.000100,0.750000,0.000000,35.974905
12.650000,0.000100,0.750000,0.000000,44.072644
12.700000,-0.000300,0.750000,0.000000,41.717196
12.750000,0.000100,0.750000,0.000000,39.083035
12.800000,-0.000300,0.750000,0.000000,36.540937
12.850000,0.000100,0.750000,0.000000,38.977768
12.900000,0.000100,0.643144,0.000000,30.325680
12.950000,0.000500,0.000000,0.300000,42.111335
13.000000,0.000500,0.000000,0.300000,41.342813
13.050000,0.000700,0.000000,0.300000,40.401177
13.100000,0.000700,0.000000,0.300000,60.069468
13.150000,0.000700,0.000000,0.300000,29.616179
13.200000,0.000700,0.000000,0.300000,40.263038
13.250000,0.000700,0.000000,0.300000,39.403316
13.300000,0.000200,0.000000,0.300000,40.084553
13.350000,0.000500,0.000000,0.300000,41.359445
13.400000,0.000100,0.000000,0.292269,37.061583
13.450000,-0.000300,0.750000,0.000000,36.538392
13.500000,0.000200,0.750000,0.000000,39.849803
13.550000,0.000400,0.750000,0.000000,39.208731
13.600000,0.001800,0.750000,0.000000,26.292815
13.650000,0.001000,0.750000,0.000000,41.611588
13.700000,0.001000,0.750000,0.000000,37.229007
13.750000,0.001000,0.750000,0.000000,39.291287
13.800000,0.001000,0.750000,0.000000,29.603015
13.850000,0.000200,0.750000,0.000000,28.780841
13.900000,0.000200,0.750000,0.000000,28.346248
13.950000,0.000300,0.750000,0.000000,37.137035
14.000000,0.000300,0.750000,0.000000,39.672731
14.050000,0.000100,0.750000,0.000000,32.549931
14.100000,0.000100,0.750000,0.000000,25.468859
14.150000,0.000200,0.750000,0.000000,26.034531
14.200000,0.000200,0.750000,0.000000,28.101668
14.250000,0.000200,0.750000,0.000000,25.616857
14.300000,0.000100,0.750000,0.000000,25.266149
14.350000,0.000100,0.000000,0.300000,12.982621
14.400000,0.000100,0.000000,0.300000,34.947488
14.450000,0.000000,0.000000,0.300000,19.165978
14.500000,0.000000,0.000000,0.300000,15.353998
14.550000,0.000000,0.000000,0.300000,7.756258
14.600000,0.000000,0.000000,0.300000,10.287996
14.650000,0.000000,0.000000,0.300000,25.202661
14.700000,0.000000,0.000000,0.300000,21.765113
14.750000,0.000000,0.000000,0.300000,21.892923
14.800000,0.000000,0.000000,0.270034,12.088453
14.850000,0.000000,0.750000,0.000000,22.200400
14.900000,0.000000,0.750000,0.000000,7.838483
14.950000,0.000000,0.750000,0.000000,8.938234
15.000000,0.000000,0.750000,0.000000,9.159109
15.050000,0.000000,0.750000,0.000000,7.428643
15.100000,0.000000,0.750000,0.000000,8.039640
15.150000,0.000000,0.363636,0.000000,8.400887
15.200000,0.000000,0.000000,0.010417,8.624406
15.250000,0.000000,0.000000,0.187500,23.390562
15.300000,0.000000,0.000000,0.364583,9.021471
15.350000,0.000000,0.000000,0.541667,8.807229
15.400000,0.000000,0.000000,0.630208,8.656015
15.450000,0.000000,0.000000,0.541667,8.009924
15.500000,0.000000,0.000000,0.477083,9.700985
15.550000,0.000000,0.000000,0.428125,21.239086
15.600000,-0.000100,0.000000,0.379750,23.828733
15.650000,-0.000100,0.000000,0.379750,27.078419
15.700000,-0.000100,0.000000,0.291208,20.304494
15.750000,-0.000100,0.000000,0.291208,19.675533
15.800000,-0.000100,0.000000,0.202667,36.649691
15.850000,0.000000,0.000000,0.202667,36.906933
15.900000,0.000000,0.000000,0.202667,7.907852
15.950000,0.000000,0.000000,0.114125,8.320676
16.000000,0.000000,0.000000,0.114125,21.853508
16.050000,0.000000,0.000000,0.114125,11.235834
16.100000,0.000000,0.000000,0.025583,22.972778
16.150000,-0.800000,0.300000,0.000000,39.039924
16.200000,-0.800000,0.300000,0.000000,11.687651
16.250000,-0.800000,0.300000,0.000000,12.080358
16.300000,-0.800000,0.300000,0.000000,13.297582
16.350000,-0.800000,0.300000,0.000000,14.032981
16.400000,-0.800000,0.300000,0.000000,13.165884
16.450000,-0.800000,0.300000,0.000000,12.185015
16.500000,-0.800000,0.363636,0.000000,7.352822
16.550000,-0.800000,0.363636,0.000000,4.634292
16.600000,-0.800000,0.363636,0.000000,4.897285
16.650000,-0.800000,0.363636,0.000000,4.967939
16.700000,-0.800000,0.363636,0.000000,5.812722
16.750000,-0.800000,0.363636,0.000000,5.165699
16.800000,-0.800000,0.750000,0.000000,5.182531
16.850000,-0.800000,1.000000,0.000000,5.457075
16.900000,-0.800000,1.000000,0.000000,5.326290
16.950000,-0.800000,1.000000,0.000000,10.297364
17.000000,-0.800000,0.943182,0.000000,10.022799
17.050000,-0.800000,0.806818,0.000000,12.651559
17.100000,-0.800000,0.806818,0.000000,10.162611
17.150000,-0.800000,0.750000,0.000000,11.074611
17.200000,-0.800000,0.806818,0.000000,10.626101
17.250000,-0.800000,0.750000,0.000000,8.467713
17.300000,-0.520000,0.556818,0.000000,5.826839
17.350000,-0.400000,0.556818,0.000000,19.213497
17.400000,-0.280000,0.556818,0.000000,23.782196
17.450000,-0.160000,0.363636,0.000000,24.175133
17.500000,-0.040000,0.363636,0.000000,29.748126
17.550000,0.080000,0.363636,0.000000,28.284060
17.600000,0.200000,0.170455,0.000000,30.722915
17.650000,0.280000,0.556818,0.000000,32.318016
17.700000,0.360000,0.750000,0.000000,27.017365
17.750000,0.440000,0.556818,0.000000,28.797142
17.800000,0.520000,0.556818,0.000000,30.170959
17.850000,0.600000,0.556818,0.000000,26.399555
17.900000,0.680000,0.556818,0.000000,21.964677
17.950000,0.680000,0.613636,0.000000,18.616457
18.000000,0.600000,0.556818,0.000000,14.255628
18.050000,0.520000,0.556818,0.000000,10.211592
18.100000,0.440000,0.170455,0.000000,9.520317
18.150000,0.360000,0.000000,0.098958,10.927155
18.200000,0.280000,0.170455,0.000000,13.537111
18.250000,0.200000,0.170455,0.000000,13.551688
18.300000,0.200000,0.363636,0.000000,20.551306
18.350000,0.167100,0.000000,0.010417,20.676631
18.400000,0.160100,0.363636,0.000000,22.962188
18.450000,0.153800,0.613636,0.000000,19.288899
18.500000,0.073800,0.227273,0.000000,17.452996
18.550000,0.077100,0.363636,0.000000,33.530190
18.600000,0.073700,0.170455,0.000000,28.963676
18.650000,0.062600,0.170455,0.000000,27.345860
18.700000,0.051200,0.170455,0.000000,32.465864
18.750000,0.051200,0.556818,0.000000,32.050445
18.800000,0.031300,0.170455,0.000000,33.838237
18.850000,0.024900,0.556818,0.000000,30.811130
18.900000,0.024900,0.556818,0.000000,34.312977
18.950000,0.024900,0.750000,0.000000,31.043476
19.000000,0.024900,0.363636,0.000000,31.093460
19.050000,0.024900,0.613636,0.000000,33.047695
19.100000,0.024900,0.556818,0.000000,35.131554
19.150000,0.024900,0.556818,0.000000,35.046975
19.200000,0.024900,0.170455,0.000000,38.959083
19.250000,0.024900,0.556818,0.000000,37.674764
19.300000,0.024900,0.363636,0.000000,36.862289
19.350000,0.024900,0.170455,0.000000,36.744629
19.400000,0.024900,0.000000,0.010417,38.195510
19.450000,0.144900,0.363636,0.000000,33.607605
19.500000,0.264900,0.363636,0.000000,36.287141
19.550000,0.384900,0.363636,0.000000,36.741854
19.600000,0.504900,0.363636,0.000000,26.279731
19.650000,0.504900,0.363636,0.000000,24.856993
19.700000,0.504900,0.750000,0.000000,25.513495
19.750000,0.441700,0.363636,0.000000,23.720700
19.800000,0.329100,0.363636,0.000000,21.296014
19.850000,0.317800,0.556818,0.000000,19.581387
19.900000,0.229300,0.363636,0.000000,18.935526
19.950000,0.224300,0.556818,0.000000,23.730530
20.000000,0.121800,0.363636,0.000000,25.945624
20.050000,0.121800,0.363636,0.000000,24.442565
20.100000,0.114500,0.170455,0.000000,22.071137
20.150000,0.113400,0.363636,0.000000,26.100243
20.200000,0.011600,0.556818,0.000000,23.778910
20.250000,0.011600,0.556818,0.000000,23.690946
20.300000,0.015000,0.363636,0.000000,22.411987
20.350000,0.015000,0.363636,0.000000,24.401467
20.400000,0.015000,0.363636,0.000000,26.528378
20.450000,0.015000,0.363636,0.000000,31.619446
20.500000,-0.066100,0.363636,0.000000,38.839579
20.550000,-0.050500,0.000000,0.010417,30.159107
20.600000,-0.032700,0.170455,0.000000,34.408979
20.650000,-0.026800,0.556818,0.000000,38.184960
20.700000,-0.026800,0.363636,0.000000,36.094781
20.750000,-0.026800,0.556818,0.000000,34.459452
20.800000,-0.026800,0.170455,0.000000,32.966623
20.850000,-0.026800,0.363636,0.000000,32.681589
20.900000,-0.026800,0.556818,0.000000,35.647281
20.950000,-0.026800,0.170455,0.000000,32.080680
21.000000,-0.026800,0.363636,0.000000,37.108672
21.050000,-0.026800,0.363636,0.000000,34.409930
21.100000,-0.026800,0.363636,0.000000,31.002699
21.150000,-0.026800,0.170455,0.000000,29.746844
21.200000,-0.026800,0.170455,0.000000,27.973047
21.250000,-0.037600,0.556818,0.000000,28.248062
21.300000,-0.035600,0.613636,0.000000,23.720080
21.350000,-0.032600,0.750000,0.000000,23.954350
21.400000,-0.028600,0.556818,0.000000,23.754425
21.450000,-0.028600,0.170455,0.000000,33.730636
21.500000,-0.028600,0.556818,0.000000,33.258340
21.550000,-0.028600,0.363636,0.000000,30.094285
21.600000,-0.028600,0.556818,0.000000,33.608296
21.650000,-0.028600,0.556818,0.000000,31.856732
21.700000,-0.028600,0.613636,0.000000,33.103630
21.750000,-0.028600,0.363636,0.000000,34.123062
21.800000,-0.028600,0.556818,0.000000,35.079957
21.850000,-0.028600,0.363636,0.000000,31.378765
21.900000,-0.028600,0.170455,0.000000,37.127797
21.950000,-0.028600,0.000000,0.098958,35.549468
22.000000,-0.028600,0.000000,0.010417,35.666076
22.050000,-0.028600,0.170455,0.000000,36.926600
22.100000,-0.028600,0.363636,0.000000,38.131310
22.150000,-0.025500,0.363636,0.000000,32.616536
22.200000,-0.025500,0.363636,0.000000,32.512992
22.250000,-0.025500,0.170455,0.000000,32.566072
22.300000,-0.025500,0.170455,0.000000,31.237119
22.350000,-0.025500,0.556818,0.000000,30.271778
22.400000,-0.025500,0.556818,0.000000,30.435075
22.450000,-0.025500,0.556818,0.000000,31.519439
22.500000,-0.016575,0.170455,0.000000,35.942424
22.550000,-0.010790,0.556818,0.000000,37.384539
22.600000,-0.007020,0.363636,0.000000,35.054079
22.650000,-0.045110,0.363636,0.000000,33.296622
22.700000,-0.029315,0.363636,0.000000,38.354479
22.750000,-0.019045,0.613636,0.000000,35.055631
22.800000,-0.028275,0.227273,0.000000,36.440568
22.850000,-0.022100,0.420455,0.000000,34.742704
22.900000,-0.014365,0.420455,0.000000,36.384773
22.950000,-0.012480,0.613636,0.000000,51.165346
23.000000,-0.008125,0.227273,0.000000,35.716510
23.050000,-0.010075,0.556818,0.000000,41.292499
23.100000,-0.009490,0.363636,0.000000,42.562161
23.150000,-0.006955,0.363636,0.000000,37.348692
23.200000,-0.004940,0.363636,0.000000,40.450180
23.250000,-0.047450,0.170455,0.000000,37.822251
23.300000,-0.030810,0.170455,0.000000,36.391917
23.350000,-0.020020,0.170455,0.000000,41.199053
23.400000,-0.013000,0.363636,0.000000,36.896294
23.450000,-0.008450,0.170455,0.000000,35.046283
23.500000,-0.038480,0.170455,0.000000,37.982902
23.550000,-0.025025,0.556818,0.000000,38.163952
23.600000,-0.023140,0.170455,0.000000,37.513803
23.650000,-0.026130,0.363636,0.000000,40.930771
23.700000,-0.016965,0.556818,0.000000,37.347349
23.750000,-0.011115,0.556818,0.000000,41.143949
23.800000,-0.009750,0.556818,0.000000,40.840892
23.850000,-0.007865,0.556818,0.000000,38.559784
23.900000,-0.005850,0.556818,0.000000,43.587875
23.950000,-0.003835,0.170455,0.000000,34.337002
24.000000,-0.002470,0.363636,0.000000,53.364912
24.050000,-0.001625,0.170455,0.000000,58.197577
24.100000,-0.046800,0.363636,0.000000,39.390000
24.150000,-0.030420,0.613636,0.000000,36.997784
24.200000,-0.019760,0.613636,0.000000,37.578203
24.250000,-0.012870,0.420455,0.000000,39.793898
24.300000,-0.023855,0.034091,0.000000,40.240967
24.350000,-0.019695,0.227273,0.000000,43.623221
24.400000,-0.016250,0.556818,0.000000,42.085947
24.450000,-0.013715,0.613636,0.000000,40.277174
24.500000,-0.011310,0.556818,0.000000,41.906090
24.550000,-0.008840,0.170455,0.000000,44.887602
24.600000,-0.005720,0.363636,0.000000,40.030473
24.650000,-0.003705,0.170455,0.000000,42.634698
24.700000,-0.002405,0.170455,0.000000,36.559352
24.750000,-0.007410,0.170455,0.000000,38.838144
24.800000,-0.004810,0.363636,0.000000,42.334714
24.850000,-0.017745,0.613636,0.000000,41.451948
24.900000,-0.005753,0.363636,0.000000,39.547987
24.950000,-0.015470,0.170455,0.000000,42.414523
25.000000,-0.014105,0.363636,0.000000,44.628215
25.050000,-0.012740,0.170455,0.000000,39.971241
25.100000,-0.011635,0.170455,0.000000,35.639366
25.150000,-0.010595,0.170455,0.000000,46.062366
25.200000,-0.009555,0.170455,0.000000,35.700401
25.250000,-0.008515,0.363636,0.000000,39.109134
25.300000,-0.007507,0.363636,0.000000,41.062939
25.350000,-0.006467,0.363636,0.000000,36.160784
25.400000,-0.005460,0.363636,0.000000,40.670502
25.450000,-0.008125,0.556818,0.000000,39.456726
25.500000,-0.002632,0.556818,0.000000,40.562721
25.550000,-0.062400,0.750000,0.000000,44.891711
25.600000,-0.048100,0.750000,0.000000,38.227431
25.650000,-0.034600,0.750000,0.000000,37.617296
25.700000,-0.028900,0.750000,0.000000,34.583496
25.750000,-0.023400,0.750000,0.000000,35.388466
25.800000,-0.017600,0.750000,0.000000,34.863390
25.850000,-0.012400,0.750000,0.000000,36.752263
25.900000,0.009200,0.750000,0.000000,43.928774
25.950000,0.009200,0.750000,0.000000,39.287680
26.000000,0.009200,0.750000,0.000000,40.861180
26.050000,0.009200,0.750000,0.000000,41.277691
26.100000,0.009200,0.750000,0.000000,42.423530
26.150000,0.009200,0.750000,0.000000,44.587749
26.200000,0.002000,0.750000,0.000000,42.998969
26.250000,0.001800,0.750000,0.000000,41.138631
26.300000,0.001600,0.750000,0.000000,41.431940
26.350000,0.001500,0.750000,0.000000,39.878267
26.400000,0.001400,0.750000,0.000000,36.489801
26.450000,0.001400,0.750000,0.000000,31.525271
26.500000,-0.004400,0.000000,0.300000,45.299053
26.550000,-0.014700,0.000000,0.300000,38.990130
26.600000,-0.014700,0.000000,0.300000,42.382585
26.650000,-0.014700,0.000000,0.300000,38.014321
26.700000,-0.014700,0.000000,0.300000,40.069405
26.750000,-0.014700,0.000000,0.300000,41.945073
26.800000,-0.014700,0.000000,0.300000,37.664004
26.850000,-0.014700,0.000000,0.300000,42.835874
26.900000,-0.014700,0.000000,0.300000,39.164247
26.950000,-0.014700,0.000000,0.300000,39.650850
27.000000,-0.014700,0.383328,0.000000,42.902769
27.050000,-0.014700,0.750000,0.000000,42.618677
27.100000,-0.014700,0.750000,0.000000,41.414177
27.150000,-0.014700,0.750000,0.000000,40.406929
27.200000,-0.014700,0.750000,0.000000,35.236351
27.250000,-0.014700,0.750000,0.000000,39.226034
27.300000,0.002300,0.750000,0.000000,37.115715
